Label,Site,Genus,Treatment,Genotype,Color_type,Color,Name,Area1,Mean_frag,StdDev1,Mode1,Min1,Max1,MinThr1,MaxThr1,Label_match
DL_Por_T4_DL15.jpg_RGB,DL,Por,T4,DL15,RGB,R,DL_Por_T4_DL15.jpg_RGB_01,203036,92.59,24.489,95,21,146,0,255,DL_Por_T4_DL15
DL_Por_T4_DL15.jpg_RGB,DL,Por,T4,DL15,RGB,G,DL_Por_T4_DL15.jpg_RGB_02,203036,81.777,23.984,75,10,136,0,255,DL_Por_T4_DL15
DL_Por_T4_DL15.jpg_RGB,DL,Por,T4,DL15,RGB,B,DL_Por_T4_DL15.jpg_RGB_03,203036,71.518,21.861,62,6,143,0,255,DL_Por_T4_DL15
DL_Por_T4_DL15.jpg_LAB,DL,Por,T4,DL15,LAB,R,DL_Por_T4_DL15.jpg_LAB_04,203036,35.307,10.103,32.999,4.991,55.662,-3.40E+38,3.40E+38,DL_Por_T4_DL15
DL_Por_T4_DL15.jpg_LAB,DL,Por,T4,DL15,LAB,G,DL_Por_T4_DL15.jpg_LAB_05,203036,2.685,2.355,0.868,-8.499,20.567,-3.40E+38,3.40E+38,DL_Por_T4_DL15
DL_Por_T4_DL15.jpg_LAB,DL,Por,T4,DL15,LAB,B,DL_Por_T4_DL15.jpg_LAB_06,203036,7.654,3.912,7.257,-17.582,20.155,-3.40E+38,3.40E+38,DL_Por_T4_DL15
DL_Por_T4_DL15.jpg_HSB,DL,Por,T4,DL15,HSB,R,DL_Por_T4_DL15.jpg_HSB_07,203036,32.589,46.966,21,0,253,0,255,DL_Por_T4_DL15
DL_Por_T4_DL15.jpg_HSB,DL,Por,T4,DL15,HSB,G,DL_Por_T4_DL15.jpg_HSB_08,203036,60.962,19.088,51,0,217,0,255,DL_Por_T4_DL15
DL_Por_T4_DL15.jpg_HSB,DL,Por,T4,DL15,HSB,B,DL_Por_T4_DL15.jpg_HSB_09,203036,92.836,24.417,95,23,146,0,255,DL_Por_T4_DL15
DL_Por_T4_DL16.jpg_RGB,DL,Por,T4,DL16,RGB,R,DL_Por_T4_DL16.jpg_RGB_01,232458,101.446,25.792,125,15,152,0,255,DL_Por_T4_DL16
DL_Por_T4_DL16.jpg_RGB,DL,Por,T4,DL16,RGB,G,DL_Por_T4_DL16.jpg_RGB_02,232458,95.293,26.51,126,15,140,0,255,DL_Por_T4_DL16
DL_Por_T4_DL16.jpg_RGB,DL,Por,T4,DL16,RGB,B,DL_Por_T4_DL16.jpg_RGB_03,232458,84.603,25.004,116,7,140,0,255,DL_Por_T4_DL16
DL_Por_T4_DL16.jpg_LAB,DL,Por,T4,DL16,LAB,R,DL_Por_T4_DL16.jpg_LAB_04,232458,40.447,10.948,52.748,4.299,57.645,-3.40E+38,3.40E+38,DL_Por_T4_DL16
DL_Por_T4_DL16.jpg_LAB,DL,Por,T4,DL16,LAB,G,DL_Por_T4_DL16.jpg_LAB_05,232458,0.544,2.209,0.937,-8.101,9.766,-3.40E+38,3.40E+38,DL_Por_T4_DL16
DL_Por_T4_DL16.jpg_LAB,DL,Por,T4,DL16,LAB,B,DL_Por_T4_DL16.jpg_LAB_06,232458,7.016,3.55,7.317,-6.891,24.877,-3.40E+38,3.40E+38,DL_Por_T4_DL16
DL_Por_T4_DL16.jpg_HSB,DL,Por,T4,DL16,HSB,R,DL_Por_T4_DL16.jpg_HSB_07,232458,32.659,30.357,21,0,252,0,255,DL_Por_T4_DL16
DL_Por_T4_DL16.jpg_HSB,DL,Por,T4,DL16,HSB,G,DL_Por_T4_DL16.jpg_HSB_08,232458,45.499,19.581,34,0,161,0,255,DL_Por_T4_DL16
DL_Por_T4_DL16.jpg_HSB,DL,Por,T4,DL16,HSB,B,DL_Por_T4_DL16.jpg_HSB_09,232458,101.806,25.585,126,16,152,0,255,DL_Por_T4_DL16
DL_Por_T4_DL17.jpg_RGB,DL,Por,T4,DL17,RGB,R,DL_Por_T4_DL17.jpg_RGB_01,291201,74.694,24.421,50,14,138,0,255,DL_Por_T4_DL17
DL_Por_T4_DL17.jpg_RGB,DL,Por,T4,DL17,RGB,G,DL_Por_T4_DL17.jpg_RGB_02,291201,67.971,23.034,47,12,122,0,255,DL_Por_T4_DL17
DL_Por_T4_DL17.jpg_RGB,DL,Por,T4,DL17,RGB,B,DL_Por_T4_DL17.jpg_RGB_03,291201,58.804,22.017,40,5,124,0,255,DL_Por_T4_DL17
DL_Por_T4_DL17.jpg_LAB,DL,Por,T4,DL17,LAB,R,DL_Por_T4_DL17.jpg_LAB_04,291201,28.982,10.045,19.973,3.391,50.296,-3.40E+38,3.40E+38,DL_Por_T4_DL17
DL_Por_T4_DL17.jpg_LAB,DL,Por,T4,DL17,LAB,G,DL_Por_T4_DL17.jpg_LAB_05,291201,1.142,2.974,2.021,-12.063,13.418,-3.40E+38,3.40E+38,DL_Por_T4_DL17
DL_Por_T4_DL17.jpg_LAB,DL,Por,T4,DL17,LAB,B,DL_Por_T4_DL17.jpg_LAB_06,291201,6.627,3.272,4.698,-11.181,19.269,-3.40E+38,3.40E+38,DL_Por_T4_DL17
DL_Por_T4_DL17.jpg_HSB,DL,Por,T4,DL17,HSB,R,DL_Por_T4_DL17.jpg_HSB_07,291201,28.771,25.782,18,0,252,0,255,DL_Por_T4_DL17
DL_Por_T4_DL17.jpg_HSB,DL,Por,T4,DL17,HSB,G,DL_Por_T4_DL17.jpg_HSB_08,291201,59.123,19.961,51,0,205,0,255,DL_Por_T4_DL17
DL_Por_T4_DL17.jpg_HSB,DL,Por,T4,DL17,HSB,B,DL_Por_T4_DL17.jpg_HSB_09,291201,75.246,24.353,51,15,138,0,255,DL_Por_T4_DL17
DL_Por_T4_DL18.jpg_RGB,DL,Por,T4,DL18,RGB,R,DL_Por_T4_DL18.jpg_RGB_01,301935,65.041,19.237,56,0,115,0,255,DL_Por_T4_DL18
DL_Por_T4_DL18.jpg_RGB,DL,Por,T4,DL18,RGB,G,DL_Por_T4_DL18.jpg_RGB_02,301935,59.162,19.095,49,0,103,0,255,DL_Por_T4_DL18
DL_Por_T4_DL18.jpg_RGB,DL,Por,T4,DL18,RGB,B,DL_Por_T4_DL18.jpg_RGB_03,301935,54.036,19.085,38,0,111,0,255,DL_Por_T4_DL18
DL_Por_T4_DL18.jpg_LAB,DL,Por,T4,DL18,LAB,R,DL_Por_T4_DL18.jpg_LAB_04,301935,25.166,8.495,16.482,0.04,43.211,-3.40E+38,3.40E+38,DL_Por_T4_DL18
DL_Por_T4_DL18.jpg_LAB,DL,Por,T4,DL18,LAB,G,DL_Por_T4_DL18.jpg_LAB_05,301935,1.556,1.131,1.385,-8.355,15.056,-3.40E+38,3.40E+38,DL_Por_T4_DL18
DL_Por_T4_DL18.jpg_LAB,DL,Por,T4,DL18,LAB,B,DL_Por_T4_DL18.jpg_LAB_06,301935,4.131,2.045,3.48,-11.74,17.889,-3.40E+38,3.40E+38,DL_Por_T4_DL18
DL_Por_T4_DL18.jpg_HSB,DL,Por,T4,DL18,HSB,R,DL_Por_T4_DL18.jpg_HSB_07,301935,24.074,29.223,18,0,253,0,255,DL_Por_T4_DL18
DL_Por_T4_DL18.jpg_HSB,DL,Por,T4,DL18,HSB,G,DL_Por_T4_DL18.jpg_HSB_08,301935,47.45,19.774,51,0,255,0,255,DL_Por_T4_DL18
DL_Por_T4_DL18.jpg_HSB,DL,Por,T4,DL18,HSB,B,DL_Por_T4_DL18.jpg_HSB_09,301935,65.197,19.161,56,1,115,0,255,DL_Por_T4_DL18
DL_Por_T4_DL19.jpg_RGB,DL,Por,T4,DL19,RGB,R,DL_Por_T4_DL19.jpg_RGB_01,1959951,160.617,17.961,168,0,177,0,255,DL_Por_T4_DL19
DL_Por_T4_DL19.jpg_RGB,DL,Por,T4,DL19,RGB,G,DL_Por_T4_DL19.jpg_RGB_02,1959951,158.998,19.188,167,0,175,0,255,DL_Por_T4_DL19
DL_Por_T4_DL19.jpg_RGB,DL,Por,T4,DL19,RGB,B,DL_Por_T4_DL19.jpg_RGB_03,1959951,157.465,22.433,165,0,178,0,255,DL_Por_T4_DL19
DL_Por_T4_DL19.jpg_LAB,DL,Por,T4,DL19,LAB,R,DL_Por_T4_DL19.jpg_LAB_04,1959951,65.488,7.553,68.178,0,70.52,-3.40E+38,3.40E+38,DL_Por_T4_DL19
DL_Por_T4_DL19.jpg_LAB,DL,Por,T4,DL19,LAB,G,DL_Por_T4_DL19.jpg_LAB_05,1959951,0.331,0.651,-0.027,-8.813,8.557,-3.40E+38,3.40E+38,DL_Por_T4_DL19
DL_Por_T4_DL19.jpg_LAB,DL,Por,T4,DL19,LAB,B,DL_Por_T4_DL19.jpg_LAB_06,1959951,1.058,2.689,1.173,-6.292,20.818,-3.40E+38,3.40E+38,DL_Por_T4_DL19
DL_Por_T4_DL19.jpg_HSB,DL,Por,T4,DL19,HSB,R,DL_Por_T4_DL19.jpg_HSB_07,1959951,99.794,97.748,28,0,250,0,255,DL_Por_T4_DL19
DL_Por_T4_DL19.jpg_HSB,DL,Por,T4,DL19,HSB,G,DL_Por_T4_DL19.jpg_HSB_08,1959951,7.067,14.465,4,0,255,0,255,DL_Por_T4_DL19
DL_Por_T4_DL19.jpg_HSB,DL,Por,T4,DL19,HSB,B,DL_Por_T4_DL19.jpg_HSB_09,1959951,160.792,17.815,168,0,178,0,255,DL_Por_T4_DL19
DL_Por_T4_DL20.jpg_RGB,DL,Por,T4,DL20,RGB,R,DL_Por_T4_DL20.jpg_RGB_01,394395,103.218,21.367,105,15,155,0,255,DL_Por_T4_DL20
DL_Por_T4_DL20.jpg_RGB,DL,Por,T4,DL20,RGB,G,DL_Por_T4_DL20.jpg_RGB_02,394395,95.604,21.456,97,17,147,0,255,DL_Por_T4_DL20
DL_Por_T4_DL20.jpg_RGB,DL,Por,T4,DL20,RGB,B,DL_Por_T4_DL20.jpg_RGB_03,394395,92.916,21.307,87,20,157,0,255,DL_Por_T4_DL20
DL_Por_T4_DL20.jpg_LAB,DL,Por,T4,DL20,LAB,R,DL_Por_T4_DL20.jpg_LAB_04,394395,41.025,8.838,42.405,5.385,59.696,-3.40E+38,3.40E+38,DL_Por_T4_DL20
DL_Por_T4_DL20.jpg_LAB,DL,Por,T4,DL20,LAB,G,DL_Por_T4_DL20.jpg_LAB_05,394395,2.591,1.925,1.334,-14.035,14.789,-3.40E+38,3.40E+38,DL_Por_T4_DL20
DL_Por_T4_DL20.jpg_LAB,DL,Por,T4,DL20,LAB,B,DL_Por_T4_DL20.jpg_LAB_06,394395,2.644,2.996,0.845,-15.015,21.4,-3.40E+38,3.40E+38,DL_Por_T4_DL20
DL_Por_T4_DL20.jpg_HSB,DL,Por,T4,DL20,HSB,R,DL_Por_T4_DL20.jpg_HSB_07,394395,63.391,93.238,0,0,253,0,255,DL_Por_T4_DL20
DL_Por_T4_DL20.jpg_HSB,DL,Por,T4,DL20,HSB,G,DL_Por_T4_DL20.jpg_HSB_08,394395,29.239,15.489,22,0,176,0,255,DL_Por_T4_DL20
DL_Por_T4_DL20.jpg_HSB,DL,Por,T4,DL20,HSB,B,DL_Por_T4_DL20.jpg_HSB_09,394395,103.66,20.965,105,28,157,0,255,DL_Por_T4_DL20
RF_Acp_T1_RF21_RGB,RF,Acp,T1,RF21,RGB,R,RF_Acp_T1_RF21_RGB_01,141153,57.021,15.995,45,0,113,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21_RGB,RF,Acp,T1,RF21,RGB,G,RF_Acp_T1_RF21_RGB_02,141153,43.981,16.927,29,0,90,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21_RGB,RF,Acp,T1,RF21,RGB,B,RF_Acp_T1_RF21_RGB_03,141153,30.345,18.375,14,0,98,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21_LAB,RF,Acp,T1,RF21,LAB,R,RF_Acp_T1_RF21_LAB_04,141153,18.978,7.499,12.916,0.058,38.557,-3.40E+38,3.40E+38,RF_Acp_T1_RF21
RF_Acp_T1_RF21_LAB,RF,Acp,T1,RF21,LAB,G,RF_Acp_T1_RF21_LAB_05,141153,4.044,2.152,5.717,-8.288,16.871,-3.40E+38,3.40E+38,RF_Acp_T1_RF21
RF_Acp_T1_RF21_LAB,RF,Acp,T1,RF21,LAB,B,RF_Acp_T1_RF21_LAB_06,141153,10.904,5.781,12.981,-13.81,22.382,-3.40E+38,3.40E+38,RF_Acp_T1_RF21
RF_Acp_T1_RF21_HSB,RF,Acp,T1,RF21,HSB,R,RF_Acp_T1_RF21_HSB_07,141153,41.431,57.436,20,0,253,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21_HSB,RF,Acp,T1,RF21,HSB,G,RF_Acp_T1_RF21_HSB_08,141153,130.656,50.078,171,0,255,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21_HSB,RF,Acp,T1,RF21,HSB,B,RF_Acp_T1_RF21_HSB_09,141153,57.428,15.757,45,1,113,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_RGB,RF,Acp,T1,RF21,RGB,R,RF_Acp_T1_RF21.jpg_RGB_01,141153,57.021,15.995,45,0,113,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_RGB,RF,Acp,T1,RF21,RGB,G,RF_Acp_T1_RF21.jpg_RGB_02,141153,43.981,16.927,29,0,90,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_RGB,RF,Acp,T1,RF21,RGB,B,RF_Acp_T1_RF21.jpg_RGB_03,141153,30.345,18.375,14,0,98,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_LAB,RF,Acp,T1,RF21,LAB,R,RF_Acp_T1_RF21.jpg_LAB_04,141153,18.978,7.499,12.916,0.058,38.557,-3.40E+38,3.40E+38,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_LAB,RF,Acp,T1,RF21,LAB,G,RF_Acp_T1_RF21.jpg_LAB_05,141153,4.044,2.152,5.717,-8.288,16.871,-3.40E+38,3.40E+38,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_LAB,RF,Acp,T1,RF21,LAB,B,RF_Acp_T1_RF21.jpg_LAB_06,141153,10.904,5.781,12.981,-13.81,22.382,-3.40E+38,3.40E+38,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_HSB,RF,Acp,T1,RF21,HSB,R,RF_Acp_T1_RF21.jpg_HSB_07,141153,41.431,57.436,20,0,253,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_HSB,RF,Acp,T1,RF21,HSB,G,RF_Acp_T1_RF21.jpg_HSB_08,141153,130.656,50.078,171,0,255,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF21.jpg_HSB,RF,Acp,T1,RF21,HSB,B,RF_Acp_T1_RF21.jpg_HSB_09,141153,57.428,15.757,45,1,113,0,255,RF_Acp_T1_RF21
RF_Acp_T1_RF22.jpg_RGB,RF,Acp,T1,RF22,RGB,R,RF_Acp_T1_RF22.jpg_RGB_01,192616,71.17,18.501,61,0,127,0,255,RF_Acp_T1_RF22
RF_Acp_T1_RF22.jpg_RGB,RF,Acp,T1,RF22,RGB,G,RF_Acp_T1_RF22.jpg_RGB_02,192616,58.289,19.724,42,0,111,0,255,RF_Acp_T1_RF22
RF_Acp_T1_RF22.jpg_RGB,RF,Acp,T1,RF22,RGB,B,RF_Acp_T1_RF22.jpg_RGB_03,192616,39.393,20.998,23,0,109,0,255,RF_Acp_T1_RF22
RF_Acp_T1_RF22.jpg_LAB,RF,Acp,T1,RF22,LAB,R,RF_Acp_T1_RF22.jpg_LAB_04,192616,25.251,8.475,16.267,0,47.054,-3.40E+38,3.40E+38,RF_Acp_T1_RF22
RF_Acp_T1_RF22.jpg_LAB,RF,Acp,T1,RF22,LAB,G,RF_Acp_T1_RF22.jpg_LAB_05,192616,2.801,1.885,3.645,-8.63,8.78,-3.40E+38,3.40E+38,RF_Acp_T1_RF22
RF_Acp_T1_RF22.jpg_LAB,RF,Acp,T1,RF22,LAB,B,RF_Acp_T1_RF22.jpg_LAB_06,192616,13.912,4.593,13.587,-4.416,25.609,-3.40E+38,3.40E+38,RF_Acp_T1_RF22
RF_Acp_T1_RF22.jpg_HSB,RF,Acp,T1,RF22,HSB,R,RF_Acp_T1_RF22.jpg_HSB_07,192616,27.267,19.196,25,0,250,0,255,RF_Acp_T1_RF22
RF_Acp_T1_RF22.jpg_HSB,RF,Acp,T1,RF22,HSB,G,RF_Acp_T1_RF22.jpg_HSB_08,192616,121.143,43.269,127,0,255,0,255,RF_Acp_T1_RF22
RF_Acp_T1_RF22.jpg_HSB,RF,Acp,T1,RF22,HSB,B,RF_Acp_T1_RF22.jpg_HSB_09,192616,71.305,18.425,61,0,127,0,255,RF_Acp_T1_RF22
RF_Acp_T1_RF23.jpg_RGB,RF,Acp,T1,RF23,RGB,R,RF_Acp_T1_RF23.jpg_RGB_01,151055,68.894,19.25,69,1,123,0,255,RF_Acp_T1_RF23
RF_Acp_T1_RF23.jpg_RGB,RF,Acp,T1,RF23,RGB,G,RF_Acp_T1_RF23.jpg_RGB_02,151055,55.87,19.164,40,0,106,0,255,RF_Acp_T1_RF23
RF_Acp_T1_RF23.jpg_RGB,RF,Acp,T1,RF23,RGB,B,RF_Acp_T1_RF23.jpg_RGB_03,151055,37.15,19.209,33,0,108,0,255,RF_Acp_T1_RF23
RF_Acp_T1_RF23.jpg_LAB,RF,Acp,T1,RF23,LAB,R,RF_Acp_T1_RF23.jpg_LAB_04,151055,24.192,8.453,22.825,0.175,45.298,-3.40E+38,3.40E+38,RF_Acp_T1_RF23
RF_Acp_T1_RF23.jpg_LAB,RF,Acp,T1,RF23,LAB,G,RF_Acp_T1_RF23.jpg_LAB_05,151055,2.964,1.666,3.517,-5.496,12.05,-3.40E+38,3.40E+38,RF_Acp_T1_RF23
RF_Acp_T1_RF23.jpg_LAB,RF,Acp,T1,RF23,LAB,B,RF_Acp_T1_RF23.jpg_LAB_06,151055,13.75,6.42,16.355,-9.291,27.906,-3.40E+38,3.40E+38,RF_Acp_T1_RF23
RF_Acp_T1_RF23.jpg_HSB,RF,Acp,T1,RF23,HSB,R,RF_Acp_T1_RF23.jpg_HSB_07,151055,40.829,54.731,25,0,252,0,255,RF_Acp_T1_RF23
RF_Acp_T1_RF23.jpg_HSB,RF,Acp,T1,RF23,HSB,G,RF_Acp_T1_RF23.jpg_HSB_08,151055,123.224,44.133,127,0,255,0,255,RF_Acp_T1_RF23
RF_Acp_T1_RF23.jpg_HSB,RF,Acp,T1,RF23,HSB,B,RF_Acp_T1_RF23.jpg_HSB_09,151055,69.025,19.207,69,3,123,0,255,RF_Acp_T1_RF23
RF_Acp_T1_RF24.jpg_RGB,RF,Acp,T1,RF24,RGB,R,RF_Acp_T1_RF24.jpg_RGB_01,114416,59.597,16.783,45,8,115,0,255,RF_Acp_T1_RF24
RF_Acp_T1_RF24.jpg_RGB,RF,Acp,T1,RF24,RGB,G,RF_Acp_T1_RF24.jpg_RGB_02,114416,43.989,17.773,29,0,97,0,255,RF_Acp_T1_RF24
RF_Acp_T1_RF24.jpg_RGB,RF,Acp,T1,RF24,RGB,B,RF_Acp_T1_RF24.jpg_RGB_03,114416,26.604,17.197,11,0,95,0,255,RF_Acp_T1_RF24
RF_Acp_T1_RF24.jpg_LAB,RF,Acp,T1,RF24,LAB,R,RF_Acp_T1_RF24.jpg_LAB_04,114416,19.169,7.872,12.514,0.706,41.834,-3.40E+38,3.40E+38,RF_Acp_T1_RF24
RF_Acp_T1_RF24.jpg_LAB,RF,Acp,T1,RF24,LAB,G,RF_Acp_T1_RF24.jpg_LAB_05,114416,4.768,1.884,5.884,-4.665,13.643,-3.40E+38,3.40E+38,RF_Acp_T1_RF24
RF_Acp_T1_RF24.jpg_LAB,RF,Acp,T1,RF24,LAB,B,RF_Acp_T1_RF24.jpg_LAB_06,114416,13.578,4.168,12.895,-5.781,31.425,-3.40E+38,3.40E+38,RF_Acp_T1_RF24
RF_Acp_T1_RF24.jpg_HSB,RF,Acp,T1,RF24,HSB,R,RF_Acp_T1_RF24.jpg_HSB_07,114416,22.661,15.828,20,0,252,0,255,RF_Acp_T1_RF24
RF_Acp_T1_RF24.jpg_HSB,RF,Acp,T1,RF24,HSB,G,RF_Acp_T1_RF24.jpg_HSB_08,114416,149.442,42.131,171,0,255,0,255,RF_Acp_T1_RF24
RF_Acp_T1_RF24.jpg_HSB,RF,Acp,T1,RF24,HSB,B,RF_Acp_T1_RF24.jpg_HSB_09,114416,59.615,16.787,45,8,115,0,255,RF_Acp_T1_RF24
RF_Acp_T1_RF25.jpg_RGB,RF,Acp,T1,RF25,RGB,R,RF_Acp_T1_RF25.jpg_RGB_01,112830,52.456,18.015,38,0,108,0,255,RF_Acp_T1_RF25
RF_Acp_T1_RF25.jpg_RGB,RF,Acp,T1,RF25,RGB,G,RF_Acp_T1_RF25.jpg_RGB_02,112830,39.711,18.131,26,0,90,0,255,RF_Acp_T1_RF25
RF_Acp_T1_RF25.jpg_RGB,RF,Acp,T1,RF25,RGB,B,RF_Acp_T1_RF25.jpg_RGB_03,112830,26.451,18.568,12,0,97,0,255,RF_Acp_T1_RF25
RF_Acp_T1_RF25.jpg_LAB,RF,Acp,T1,RF25,LAB,R,RF_Acp_T1_RF25.jpg_LAB_04,112830,16.998,8.097,10.934,0,38.61,-3.40E+38,3.40E+38,RF_Acp_T1_RF25
RF_Acp_T1_RF25.jpg_LAB,RF,Acp,T1,RF25,LAB,G,RF_Acp_T1_RF25.jpg_LAB_05,112830,3.994,2.269,4.236,-6.848,21.108,-3.40E+38,3.40E+38,RF_Acp_T1_RF25
RF_Acp_T1_RF25.jpg_LAB,RF,Acp,T1,RF25,LAB,B,RF_Acp_T1_RF25.jpg_LAB_06,112830,10.412,6.129,12.8,-14.361,24.593,-3.40E+38,3.40E+38,RF_Acp_T1_RF25
RF_Acp_T1_RF25.jpg_HSB,RF,Acp,T1,RF25,HSB,R,RF_Acp_T1_RF25.jpg_HSB_07,112830,42.618,60.17,23,0,253,0,255,RF_Acp_T1_RF25
RF_Acp_T1_RF25.jpg_HSB,RF,Acp,T1,RF25,HSB,G,RF_Acp_T1_RF25.jpg_HSB_08,112830,141.194,53.557,170,0,255,0,255,RF_Acp_T1_RF25
RF_Acp_T1_RF25.jpg_HSB,RF,Acp,T1,RF25,HSB,B,RF_Acp_T1_RF25.jpg_HSB_09,112830,52.894,17.805,38,0,108,0,255,RF_Acp_T1_RF25
RF_Acp_T1_RF26.jpg_RGB,RF,Acp,T1,RF26,RGB,R,RF_Acp_T1_RF26.jpg_RGB_01,230070,98.788,17.326,102,0,143,0,255,RF_Acp_T1_RF26
RF_Acp_T1_RF26.jpg_RGB,RF,Acp,T1,RF26,RGB,G,RF_Acp_T1_RF26.jpg_RGB_02,230070,84.28,17.027,86,0,126,0,255,RF_Acp_T1_RF26
RF_Acp_T1_RF26.jpg_RGB,RF,Acp,T1,RF26,RGB,B,RF_Acp_T1_RF26.jpg_RGB_03,230070,60.623,20.01,57,0,126,0,255,RF_Acp_T1_RF26
RF_Acp_T1_RF26.jpg_LAB,RF,Acp,T1,RF26,LAB,R,RF_Acp_T1_RF26.jpg_LAB_04,230070,36.592,7.162,36.376,0,53.062,-3.40E+38,3.40E+38,RF_Acp_T1_RF26
RF_Acp_T1_RF26.jpg_LAB,RF,Acp,T1,RF26,LAB,G,RF_Acp_T1_RF26.jpg_LAB_05,230070,2.392,1.814,2.458,-9.259,9.546,-3.40E+38,3.40E+38,RF_Acp_T1_RF26
RF_Acp_T1_RF26.jpg_LAB,RF,Acp,T1,RF26,LAB,B,RF_Acp_T1_RF26.jpg_LAB_06,230070,16.084,6.622,18.968,-7.172,29.098,-3.40E+38,3.40E+38,RF_Acp_T1_RF26
RF_Acp_T1_RF26.jpg_HSB,RF,Acp,T1,RF26,HSB,R,RF_Acp_T1_RF26.jpg_HSB_07,230070,30.451,26.187,26,0,252,0,255,RF_Acp_T1_RF26
RF_Acp_T1_RF26.jpg_HSB,RF,Acp,T1,RF26,HSB,G,RF_Acp_T1_RF26.jpg_HSB_08,230070,100.085,38.63,102,0,255,0,255,RF_Acp_T1_RF26
RF_Acp_T1_RF26.jpg_HSB,RF,Acp,T1,RF26,HSB,B,RF_Acp_T1_RF26.jpg_HSB_09,230070,99.059,16.784,102,0,143,0,255,RF_Acp_T1_RF26
RF_Acp_T1_RF27.jpg_RGB,RF,Acp,T1,RF27,RGB,R,RF_Acp_T1_RF27.jpg_RGB_01,183419,87.057,14.736,85,41,133,0,255,RF_Acp_T1_RF27
RF_Acp_T1_RF27.jpg_RGB,RF,Acp,T1,RF27,RGB,G,RF_Acp_T1_RF27.jpg_RGB_02,183419,70.406,15.902,68,29,114,0,255,RF_Acp_T1_RF27
RF_Acp_T1_RF27.jpg_RGB,RF,Acp,T1,RF27,RGB,B,RF_Acp_T1_RF27.jpg_RGB_03,183419,47.728,19.058,37,7,114,0,255,RF_Acp_T1_RF27
RF_Acp_T1_RF27.jpg_LAB,RF,Acp,T1,RF27,LAB,R,RF_Acp_T1_RF27.jpg_LAB_04,183419,30.975,6.65,29.53,12.598,48.872,-3.40E+38,3.40E+38,RF_Acp_T1_RF27
RF_Acp_T1_RF27.jpg_LAB,RF,Acp,T1,RF27,LAB,G,RF_Acp_T1_RF27.jpg_LAB_05,183419,3.801,1.574,2.787,-3.132,14.186,-3.40E+38,3.40E+38,RF_Acp_T1_RF27
RF_Acp_T1_RF27.jpg_LAB,RF,Acp,T1,RF27,LAB,B,RF_Acp_T1_RF27.jpg_LAB_06,183419,16.38,6.033,17.89,-7.897,28.276,-3.40E+38,3.40E+38,RF_Acp_T1_RF27
RF_Acp_T1_RF27.jpg_HSB,RF,Acp,T1,RF27,HSB,R,RF_Acp_T1_RF27.jpg_HSB_07,183419,36.934,49.937,25,0,252,0,255,RF_Acp_T1_RF27
RF_Acp_T1_RF27.jpg_HSB,RF,Acp,T1,RF27,HSB,G,RF_Acp_T1_RF27.jpg_HSB_08,183419,118.672,38.131,127,0,220,0,255,RF_Acp_T1_RF27
RF_Acp_T1_RF27.jpg_HSB,RF,Acp,T1,RF27,HSB,B,RF_Acp_T1_RF27.jpg_HSB_09,183419,87.082,14.743,85,41,133,0,255,RF_Acp_T1_RF27
RF_Acp_T1_RF28.jpg_RGB,RF,Acp,T1,RF28,RGB,R,RF_Acp_T1_RF28.jpg_RGB_01,277295,88.825,17.401,86,1,139,0,255,RF_Acp_T1_RF28
RF_Acp_T1_RF28.jpg_RGB,RF,Acp,T1,RF28,RGB,G,RF_Acp_T1_RF28.jpg_RGB_02,277295,71.192,17.457,68,0,119,0,255,RF_Acp_T1_RF28
RF_Acp_T1_RF28.jpg_RGB,RF,Acp,T1,RF28,RGB,B,RF_Acp_T1_RF28.jpg_RGB_03,277295,47.781,20.382,36,0,125,0,255,RF_Acp_T1_RF28
RF_Acp_T1_RF28.jpg_LAB,RF,Acp,T1,RF28,LAB,R,RF_Acp_T1_RF28.jpg_LAB_04,277295,31.401,7.365,29.087,0.233,50.312,-3.40E+38,3.40E+38,RF_Acp_T1_RF28
RF_Acp_T1_RF28.jpg_LAB,RF,Acp,T1,RF28,LAB,G,RF_Acp_T1_RF28.jpg_LAB_05,277295,4.203,2.062,4.942,-9.59,14.03,-3.40E+38,3.40E+38,RF_Acp_T1_RF28
RF_Acp_T1_RF28.jpg_LAB,RF,Acp,T1,RF28,LAB,B,RF_Acp_T1_RF28.jpg_LAB_06,277295,16.955,6.24,18.443,-10.594,29.479,-3.40E+38,3.40E+38,RF_Acp_T1_RF28
